[NX Daemon Server] - 2023-11-28T20:34:11.495Z - Started listening on: \\.\pipe\nx\C:\Users\Yana\AppData\Local\Temp\8b5d9e57b271d95c7475\d.sock
[NX Daemon Server] - 2023-11-28T20:34:11.503Z - [WATCHER]: Subscribed to changes within: C:\dev\angular-inject (native)
[NX Daemon Server] - 2023-11-28T20:34:11.506Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2023-11-28T20:34:11.507Z - Established a connection. Number of open connections: 2
[NX Daemon Server] - 2023-11-28T20:34:11.511Z - Closed a connection. Number of open connections: 1
[NX Daemon Server] - 2023-11-28T20:34:11.515Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2023-11-28T20:34:11.653Z - [REQUEST]: Updated file-hasher based on watched changes, recomputing project graph...
[NX Daemon Server] - 2023-11-28T20:34:11.653Z - [REQUEST]: 
[NX Daemon Server] - 2023-11-28T20:34:11.653Z - [REQUEST]: 

 >  NX   Using `implicitDependencies` for global implicit dependencies configuration is no longer supported.

   Use "namedInputs" instead. You can run "nx repair" to automatically migrate your configuration.
[NX Daemon Server] - 2023-11-28T20:34:31.373Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.437Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.517Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.579Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.637Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.688Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.749Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.803Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.859Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.910Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:31.962Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.021Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.085Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.143Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.198Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.262Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.532Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.627Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.686Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.740Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.798Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.853Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.917Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:32.977Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.027Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.086Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.151Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.217Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.274Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.327Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.390Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.443Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.506Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.562Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.676Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.728Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.792Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.848Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.908Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:33.966Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:34.018Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:34.080Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:34.157Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:34.344Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:34.349Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:40.696Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2023-11-28T20:34:40.826Z - [WATCHER]: Processing file changes in outputs
